origin_question,change_question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bertvalue,wam_match_question,wam_sore,wam_value
打开财产登记时，提示英文错误,打开财产注册时，提示英文错误,打开财产登记时，提示英文错误,3.0109258,1,打开财产登记时，提示英文错误,0.24239929,1,案款发放流程已经提起，但领导无法审签，看不到该流程,0.032988314,0,打开财产登记时，提示英文错误,0.041226514,1
打开财产登记时，提示英文错误,打开财产注册时，提示英文错误,关联案件绑定错误，需修改案号,4.3443108,0,查封财产时，提示英文错误,0.41460693,1,直接裁定执行财产人，授权收执行主体中不显示功能,0.035348687,0,查封财产时，提示英文错误,0.0873642,1
打开财产登记时，提示英文错误,打开财产注册时，提示英文错误,执行系统案款发放流转不了,4.346163,0,打开财产登记时，提示xml错误,0.5951984,1,案款已匹配数据已转换提交审核时候被提示不明案款进行提交,0.04048286,0,多个当事人，一个当事人履行完毕后，结案时提示未对被执行人做限消,0.694578,0
打开财产登记时，提示xml错误,打开个人财产登记时，提示xml错误,我的终本案件中，恢复执行按钮点击没有反应,6.904985,0,打开财产登记时，提示xml错误,0.07405735,1,结案时提示被执行人年龄为0，无法结案,0.039199714,0,打开财产登记时，提示xml错误,0.059396792,1
打开财产登记时，提示xml错误,打开个人财产登记时，提示xml错误,财务系统匹款后流转后执行系统不显示,8.426797,0,打开财产登记时，提示英文错误,0.36494714,1,案款发放流程已经提起，但领导无法审签，看不到该流程,0.042521495,0,做财产查封时，提示xml错误,0.25938395,1
打开财产登记时，提示xml错误,打开个人财产登记时，提示xml错误,执行系统中怎么查看虚拟账号,8.895735,0,财产登记错误,0.5024437,0,2016年至今的终本案件分几类，各自的终本要件是什么,0.04708228,0,提交网拍时，提示xml根节点获取错误,0.3216178,0
“请联系系统管理员检查接口是否畅通”,“请紧密联系系统管理员检查接口是否畅通”,“请联系系统管理员检查接口是否畅通”,0.6766158,1,“请联系系统管理员检查接口是否畅通”,0.4154027,1,被执行人屏蔽后能否重新公开,0.018310085,0,“请联系系统管理员检查接口是否畅通”,0.10765243,1
“请联系系统管理员检查接口是否畅通”,“请紧密联系系统管理员检查接口是否畅通”,转换数据后怎么清除,4.8133473,0,结案时显示“请联系系统管理员检查接口是否畅通”，这时该怎么处理,0.6895929,1,已经查控回执是否还需要向当地群众调查,0.029370429,0,结案时显示“请联系系统管理员检查接口是否畅通”，这时该怎么处理,0.22841983,1
“请联系系统管理员检查接口是否畅通”,“请紧密联系系统管理员检查接口是否畅通”,已支付案款信息财务系统找不到原因,4.9749875,0,案件在报结时提示联系系统管理员检测端口,0.8495484,0,执行系统评估节点录入后未正常推送到询价系统,0.030479288,0,申请执行人书面申请终结本次执行的，是否可以不补终本约谈记录,0.5512037,0
为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令其,为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,0.3167058,1,为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,0.013433415,1,为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,0.005656851,1,为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,0.000883394,1
为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令其,报修案件还没有处理怎么办,5.229263,0,只限制高消费能否终本结案,0.47895494,0,执行局的账号禁用，遇到调离人员原来的终本案件当事人到法院履行义务，并要求解除限高,0.04920797,0,最高人民法院对有财产而视为无财产的情形规定的很少，即流拍不接受抵偿和对动产的活查封二种，实际上，现实中有财产而不能处置还有其他情形，申请执行人同意或申请终本，能否终本,0.57339126,0
为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令其,执行系统案款发放流转不了,5.2486854,0,案件已结案款未支付,0.5120783,0,多个当事人，一个当事人履行完毕后，结案时提示未对被执行人做限消,0.057446737,0,通知申请执行人进行终本约谈，但其不配合，拒绝到法院，无法约谈。此时，能否以电话录音或工作记录（表明通知其到法院进行终本约谈）代替约谈笔录,0.6495458,0
未查询到已发布限制高消费信息或者限高接口异常,未查询到已发布限制高消费信息或者限高模块异常,未查询到已发布限制高消费信息或者限高接口异常,2.3836894,1,未查询到已发布限制高消费信息或者限高接口异常,0.10817782,1,未查询到已发布限制高消费信息或者限高接口异常,0.02830267,1,未查询到已发布限制高消费信息或者限高接口异常,0.007743142,1
未查询到已发布限制高消费信息或者限高接口异常,未查询到已发布限制高消费信息或者限高模块异常,网络询价后续流程不能操作,6.705119,0,流程系统没办法限制高消费,0.5863592,0,案件无申请人报结时提示需要进行终本约谈,0.04637152,0,盖章显示“盖章失败”，或者流转显示“流转失败,0.5262989,0
未查询到已发布限制高消费信息或者限高接口异常,未查询到已发布限制高消费信息或者限高模块异常,网络询价后续流程不能操作,6.705119,0,限制高消费显示无校验结果,0.59214306,0,案件无申请人报结时提示需要进行终本约谈,0.04637152,0,案件报结时提示‘该案件没有登记财产信息或者自动履行信息’,0.53562814,0
财务系统审批金额为零,财务该系统审批金额为零,财务系统审批金额为零,5.729918,1,财务系统审批金额为零,0.0121222,1,案款支付需要什么附件,0.022757886,0,财务系统审批金额为零,0.07678193,1
财务系统审批金额为零,财务该系统审批金额为零,财务没有审批信息,7.164191,0,财务审批金额为0,0.14490929,1,财务系统审批金额为零,0.024536584,1,执行系统案款支付已审签完毕推送到财务系统显示没有支付金额,0.8659633,0
财务系统审批金额为零,财务该系统审批金额为零,财务如何取消匹配案款,8.867813,0,财务审批为何没有金额,0.38255617,1,财务系统审核顺序,0.026656851,0,案款发放节点已审批财务系统没有,0.87861913,0
财务审批没有金额,财务审批没金额,财务审批没有金额,4.066101,1,财务审批没有金额,0.028430205,1,执恢案件否必须缴纳执行费,0.023194289,0,财务审批没有金额,0.11529049,1
财务审批没有金额,财务审批没金额,财务审批为何没有金额,5.6364436,1,财务审批为何没有金额,0.07585628,1,案款未办结,0.023895534,0,财务审批为何没有金额,0.29841545,1
财务审批没有金额,财务审批没金额,财务审批为什么没有余额,8.844922,1,财务审批金额为0,0.28599918,1,财务审批没有金额,0.030397039,1,审批为什么没有金额,0.3559081,1
财务审批金额为0,财务审核金额为0,财务审批金额为0,2.0418,1,财务审批金额为0,0.20657775,1,报修多久,0.042038262,0,财务审批金额为0,0.092353866,1
财务审批金额为0,财务审核金额为0,财务系统无流水,6.7910523,0,财务系统审批金额为零,0.3423405,1,案款填错,0.043683555,0,结案时提示被执行人年龄为0，无法结案,0.61164725,0
财务审批金额为0,财务审核金额为0,财务系统无执行案件信息,6.863135,0,财务系统审核,0.47210425,0,案款待办,0.048544083,0,冻结扣划节点为自动流转,0.8736241,0
财务审批为什么没有余额,财务审批为什么没有额度,财务审批为什么没有余额,4.797563,1,财务审批为何没有金额,0.37360415,1,报修什么时候回复,0.08829125,0,财务审批没有金额,0.12702565,1
财务审批为什么没有余额,财务审批为什么没有额度,财务审批金额为0,4.871163,1,财务审批没有金额,0.42835796,1,财务审批为什么没有余额,0.12845387,1,财务审批为何没有金额,0.24868776,1
财务审批为什么没有余额,财务审批为什么没有额度,财务系统看不到案款,5.24193,0,财务审批为什么没有余额,0.46789387,1,如何失信撤销,0.13121654,0,审批为什么没有金额,0.3465799,1
审批为什么没有金额,审批为什么没金额,审批为什么没有金额,0.96156013,1,审批为什么没有金额,0.04350045,1,审批为什么没有金额,0.03688626,1,审批为什么没有金额,0.14133723,1
审批为什么没有金额,审批为什么没金额,为什么总对总不能自动查控,8.807897,0,财务审批为何没有金额,0.33262303,1,财务审批为什么没有余额,0.051599223,1,财务审批没有金额,0.36166766,1
审批为什么没有金额,审批为什么没金额,承办人管理找不到,9.074219,0,财务审批没有金额,0.38632736,1,如何，哪里公示评估报告,0.053669497,0,财务审批为何没有金额,0.44170544,1
已经办案款延缓发放但还无法结案,已经办案款延缓发放但还难以结案,已经办案款延缓发放但还无法结案,0.24272895,1,已经办案款延缓发放但还无法结案,0.12960882,1,案款匹配后执行系统没信息,0.015994363,0,已经办案款延缓发放但还无法结案,0.16039194,1
已经办案款延缓发放但还无法结案,已经办案款延缓发放但还难以结案,已经办案款延缓发放但还无法结案,0.24272895,1,已经办案款延缓发放但还无法结案,0.12960882,1,执恢的案件需要裁判文书上网吗？,0.025223605,0,已经办案款延缓发放但还无法结案,0.16039194,1
已经办案款延缓发放但还无法结案,已经办案款延缓发放但还难以结案,案款发放上交财政怎么处理,3.5540419,0,终本结案怎么发放案款,0.5167494,0,财务系统匹配后执行系统没有到账信息,0.025709128,0,案件立错了，已经生成了案号，怎么办？,0.5234205,0
非本案执行组织成员无法操作失信,非本案执行的组织成员无法操作失信,非本案执行组织成员无法操作失信,1.3538052,1,非本案执行组织成员无法操作失信,0.001410148,1,执行费显示待办，无法执行结案,0.012038903,0,非本案执行组织成员无法操作失信,0.019470027,1
非本案执行组织成员无法操作失信,非本案执行的组织成员无法操作失信,非本案执行组织成员无法操作失信,1.3538052,1,非本案执行组织成员无法操作失信,0.001410148,1,一笔案款分配到多个案件中,0.017821476,0,非本案执行组织成员无法操作失信,0.019470027,1
非本案执行组织成员无法操作失信,非本案执行的组织成员无法操作失信,终结和解长期履行怎么发放案款,4.1172023,0,终本案件必须所有被执行人都纳入失信限消吗,0.5881405,0,案款匹配转换以后就无法怎么进行拆分,0.030552102,0,无法纳入失信,0.69284344,0
只能查询失信信息，不能屏蔽失信,只能查询明知信息，不能屏蔽失信,查询间隔15天后无法再次查询,2.4126017,0,只能查询失信信息，不能屏蔽失信,0.20151189,1,只能查询失信信息，不能屏蔽失信,0.046360448,1,只能查询失信信息，不能屏蔽失信,0.029287504,1
只能查询失信信息，不能屏蔽失信,只能查询明知信息，不能屏蔽失信,终本案件人行查询,3.3475,0,已操作失信屏蔽/撤销，但在中国执行信息公开网还能查到失信被执行人信息,0.42679814,0,恢复后也无法支付案款,0.06172051,0,只能查询失信信息，不能进行失信操作。,0.15178502,1
只能查询失信信息，不能屏蔽失信,只能查询明知信息，不能屏蔽失信,总对总查询协执退回怎么回事,3.3775072,0,如何操作失信屏蔽,0.46781328,0,分案错误，需要重新分配承办人,0.07012483,0,失信发布后不能操作屏蔽，屏蔽功能按钮点不动,0.50488895,0
只能查询失信信息，不能进行失信操作。,不能查询失信信息，不能进行失信操作。,冻结操作,1.927945,0,只能查询失信信息，不能进行失信操作。,0.01218721,1,财务系统无法查询银行流水,0.14101337,0,只能查询失信信息，不能进行失信操作。,0.122270286,1
只能查询失信信息，不能进行失信操作。,不能查询失信信息，不能进行失信操作。,总对总查询交易明细,2.2633452,0,只能查询失信信息，不能屏蔽失信,0.19750857,1,财务系统无法查询银行流水,0.14101337,0,只能查询失信信息，不能屏蔽失信,0.256678,1
只能查询失信信息，不能进行失信操作。,不能查询失信信息，不能进行失信操作。,总对总查询交易明细,2.2633452,0,失信惩戒系统的案件入口中显示的失信状态为未发布，失信查询中显示的失信状态为发布，怎么办？,0.30826938,0,四川省高级人民法院网络司法拍卖辅助工作管理办法,0.18070114,0,无法全院失信和全院限高信息,0.44963497,0
查封里没有登记的股权信息,查封里没有登记的股份信息,查封里没有登记的股权信息,1.0894603,1,查封里没有登记的股权信息,0.1233332,1,罚金案件否需要终本约谈,0.019271605,0,查封里没有登记的股权信息,0.033036467,1
查封里没有登记的股权信息,查封里没有登记的股份信息,查控承办人信息修改,4.0364914,0,股权无法查封，怎么处理,0.5428181,1,恢复执行案件需要制作哪些文书,0.031174973,0,股权无法查封,0.52820826,1
查封里没有登记的股权信息,查封里没有登记的股份信息,修改查控系统账号,4.0633726,0,股权无法查封,0.5705143,1,个体工商户验证不通过,0.03513106,0,股权查封,0.64806634,1
股权冻结后的后续操作,股权冻结后的后续操作者,案款延期发放审批,5.1417093,0,股权冻结后的后续操作,0.10197712,1,股权冻结后的后续操作,0.005395078,1,股权冻结后的后续操作,0.08225994,1
股权冻结后的后续操作,股权冻结后的后续操作者,门户报修,5.241961,0,建设银行解冻提示”冻结状态已失效,0.7340004,0,财务系统谁有案款分配权,0.029741,0,网络询价后不能进行后续操作,0.7649213,0
股权冻结后的后续操作,股权冻结后的后续操作者,关于理财类产品,5.266093,0,冻结后做后续措施，引入财产信息时，提示查无数据,0.75526154,0,财务系统无法获取案件谢谢,0.036710486,0,案件无申请人报结时提示需要进行终本约谈,0.8218655,0
股权无法查封，怎么处理,股权无法查封，怎么处置,已结案件案款支付,2.5077405,0,股权无法查封，怎么处理,0.060167946,1,执行费显示待办，无法执行结案,0.027865414,0,已向首封法院（或者公安机关）去函要求移送处置权（或者处置财产），如果首封法院（或公安机关）不回函，案件能否终本结案,0.41653246,0
股权无法查封，怎么处理,股权无法查封，怎么处置,财产精细化怎么使用,2.5420015,0,股权无法查封,0.17490853,1,文书模板中为什么承办人联系电话不自动显示,0.030459352,0,最高人民法院对有财产而视为无财产的情形规定的很少，即流拍不接受抵偿和对动产的活查封二种，实际上，现实中有财产而不能处置还有其他情形，申请执行人同意或申请终本，能否终本,0.5218324,0
股权无法查封，怎么处理,股权无法查封，怎么处置,申请人未到法院，怎么发放案款,2.5487435,0,股权查封,0.27119645,1,文书模板中为什么承办人联系电话不自动显示,0.030459352,0,股权怎么进行评估，股权无法查封,0.67080945,1
股权如何进入评估程序,股权如何转入评估程序,不能提交评估,3.5474584,0,股权如何进入评估程序,0.25718305,1,文书模板怎么设定,0.034284472,0,股权如何进入评估程序,0.14226294,1
股权如何进入评估程序,股权如何转入评估程序,股权如何进入评估程序,3.563121,1,股权评估,0.61449206,1,怎样分配案款1,0.043521278,0,股权评估,0.40728614,1
股权如何进入评估程序,股权如何转入评估程序,财务系统怎么确认支付案款,3.7335196,0,股权怎么进入评估、拍卖流程,0.73301184,1,当事人议价,0.059692033,0,股权怎么进入评估、拍卖流程,0.8047899,1
股权无法查封,股权无法查禁,需要删除到账登记信息,3.1948903,0,股权无法查封,0.38248262,1,案款信息错误,0.03498147,0,无法分案,0.4904048,0
股权无法查封,股权无法查禁,如何绑定关联案件,3.2497926,0,股权无法查封，怎么处理,0.46327147,1,总对总系统进不去,0.05805782,0,股权无法查封,0.66694325,1
股权无法查封,股权无法查禁,无法提交询价评估,3.3159876,0,股权查封,0.58024377,1,错误立案,0.05945071,0,支付宝不能划扣,0.7962948,0
股权怎么进入评估、拍卖流程,股份怎么进入评估、拍卖流程,股权怎么进入评估、拍卖流程,3.0552886,1,股权怎么进入评估、拍卖流程,0.13486427,1,怎样在执行流程网选取评估公司,0.020755764,0,股权怎么进入评估、拍卖流程,0.06702018,1
股权怎么进入评估、拍卖流程,股份怎么进入评估、拍卖流程,股权如何进入评估程序,5.0308094,1,怎样在执行流程网选取评估公司,0.78349036,0,怎么进行二次分案,0.04689567,0,无底价拍卖如何操作,0.6011364,0
股权怎么进入评估、拍卖流程,股份怎么进入评估、拍卖流程,股权无法查封,5.454646,1,股权如何进入评估程序,0.8047158,1,股权如何进入评估程序,0.05251736,1,2016、2017年已经纳入失信名单，后清理时统一屏蔽的，现在是否需要在卷宗里弥补失信决定书，是否需要送达失信决定书,0.72811925,0
股权查封,股权查禁,股权查封,0.96081066,1,股权查封,0.45123482,1,历史案款补录,0.047865413,0,股权评估,0.65674686,1
股权查封,股权查禁,删除到账登记信息,3.038723,0,股权无法查封,0.4989731,1,身份甄别,0.07319618,0,股权查封,0.8821901,1
股权查封,股权查禁,现金履行支付信息怎么操作,3.4637191,0,股权无法查封，怎么处理,0.5757895,1,财产精细化,0.081052296,0,股权如何进入评估程序,0.91882414,1
股权评估,股份评估,股权评估,1.6840461,1,股权评估,0.24009606,1,终本案件纳失信,0.030182509,0,股权评估,0.57336843,1
股权评估,股份评估,财务系统审核,4.356198,0,不能提交评估,0.5820933,0,无法纳入失信,0.03495087,0,股权如何进入评估程序,0.7550449,1
股权评估,股份评估,提示未做总对总查控,4.95005,0,股权怎么进行评估，股权无法查封,0.6176636,1,村委会身份验证不通过,0.03860371,0,评估行业协会,0.7714677,0
股权评估类别选其他还证券,股权评估类别选其他还股票,股权评估类别选其他还证券,3.8940995,1,股权评估类别选其他还证券,0.1375588,1,证券反馈时间,0.02328014,0,股权评估类别选其他还证券,0.18365331,1
股权评估类别选其他还证券,股权评估类别选其他还股票,如何更改执行依据文号,8.463552,0,股权评估,0.48942482,1,系统添加被执行人,0.029038077,0,追缴诉讼费案件支付方式怎么 选,0.7409037,0
股权评估类别选其他还证券,股权评估类别选其他还股票,财务系统支付凭证，没有回传执行系统,9.427581,0,股权怎么进行评估，股权无法查封,0.5681366,1,案款未办结,0.029090377,0,领款类别错怎么修改,0.9565666,0
执行系统与财务系统生成的虚拟账号不一致,执行系统与财务系统生成的虚拟账号不完全一致,执行系统与财务系统生成的虚拟账号不一致,3.1894598,1,执行系统与财务系统生成的虚拟账号不一致,0.14717585,1,执行系统生成虚拟账号与财务系统不一致,0.019555718,1,执行系统与财务系统生成的虚拟账号不一致,0.36467487,1
执行系统与财务系统生成的虚拟账号不一致,执行系统与财务系统生成的虚拟账号不完全一致,执行系统生成的虚拟账号与财务系统生成的虚拟账号不一致,7.9968777,1,执行系统生成虚拟账号与财务系统不一致,0.19125085,1,执行系统无法生成虚拟账号,0.043444276,0,执行系统生成虚拟账号与财务系统不一致,0.4001372,1
执行系统与财务系统生成的虚拟账号不一致,执行系统与财务系统生成的虚拟账号不完全一致,执行系统案件信息和推送到财务系统案件信息不一致,8.928228,0,执行系统生成的虚拟账号与财务系统生成的虚拟账号不一致,0.20963252,1,在保全案件中线上冻结能否在执行案件中续冻,0.043597758,0,财务系统推送执行系统虚拟账号错误,0.4168541,1
系统虚拟账号不一致,系统虚拟世界账号不一致,怎么添加财产信息？,3.0329237,0,系统虚拟账号不一致,0.2184024,1,网络询价怎么提出异议。,0.020906044,0,系统虚拟账号不一致,0.70609355,1
系统虚拟账号不一致,系统虚拟世界账号不一致,到账登记金额错误修改,3.0868576,0,执行系统生成的虚拟账号与财务系统生成的虚拟账号不一致,0.50406927,1,列入失信时提示承办人标识不一致,0.027532076,0,财务系统无法变更承办人,0.8352876,0
系统虚拟账号不一致,系统虚拟世界账号不一致,案款认领错误,3.0873723,0,执行系统生成虚拟账号与财务系统不一致,0.505201,1,系统虚拟账号不一致,0.030114345,1,财务系统和执行系统承办人不一致,0.86104393,0
执行系统生成虚拟账号与财务系统不一致,执行系统生成虚拟世界账号与财务系统不一致,执行系统案件信息和推送到财务系统案件信息不一致,9.514834,0,执行系统生成虚拟账号与财务系统不一致,0.09703015,1,执行系统生成虚拟账号与财务系统不一致,0.019190952,1,财务系统和执行系统承办人不一致,0.30904323,0
执行系统生成虚拟账号与财务系统不一致,执行系统生成虚拟世界账号与财务系统不一致,财务系统承办人信息与执行系统不一致,10.355788,0,执行系统与财务系统生成的虚拟账号不一致,0.14589743,1,财务系统支付凭证，没有回传执行系统,0.020140635,0,财务系统承办人信息与执行系统不一致,0.32505417,0
执行系统生成虚拟账号与财务系统不一致,执行系统生成虚拟世界账号与财务系统不一致,执行系统生成的虚拟账号与财务系统生成的虚拟账号不一致,10.652683,1,执行系统生成的虚拟账号与财务系统生成的虚拟账号不一致,0.23477568,1,执行案件在财务系统获取不案件信息,0.021027023,0,执行系统生成虚拟账号与财务系统不一致,0.37834647,1
财务系统有案件信息执行系统无法生成账号,财务系统有案件数据执行系统无法生成账号,财务系统有案件信息执行系统无法生成账号,0.89103186,1,财务系统有案件信息执行系统无法生成账号,0.08545782,1,财务系统有案件信息执行系统无法生成账号,0.002918085,1,财务系统有案件信息执行系统无法生成账号,0.18328688,1
财务系统有案件信息执行系统无法生成账号,财务系统有案件数据执行系统无法生成账号,财务系统匹配案款至今未推送到执行系统,10.829681,0,财务系统没有执行案件,0.317326,0,财务系统匹配后执行系统没有到账信息,0.022111354,0,执行系统无法生成虚拟账号,0.5081933,0
财务系统有案件信息执行系统无法生成账号,财务系统有案件数据执行系统无法生成账号,财务系统匹配案款至今未推送到执行系统,10.829681,0,执行系统有案件信息财务系统无案件信息不能进行案款匹配,0.34196174,0,执行案件在财务系统获取不案件信息,0.022972984,0,执行系统显示待办财务系统没有数据,0.5672997,0
财务系统推送执行系统虚拟账号错误,财务系统推送继续执行系统虚拟账号错误,财务系统推送执行系统虚拟账号错误,3.1386597,1,财务系统推送执行系统虚拟账号错误,0.12750594,1,执行案款在执行系统审批在财务系统里找不到案子怎么回事,0.035216186,0,财务系统推送执行系统虚拟账号错误,0.31995258,1
财务系统推送执行系统虚拟账号错误,财务系统推送继续执行系统虚拟账号错误,新增查控账号,7.0787034,0,财务系统推送到执行系统虚拟账号乱码,0.36981466,0,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,0.036350925,0,系统虚拟账号不一致,0.5239602,1
财务系统推送执行系统虚拟账号错误,财务系统推送继续执行系统虚拟账号错误,扣划到总账户案款怎么匹配,8.763095,0,执行通知书上无法生存虚拟账号但财务系统中却能显示虚拟账号,0.5885195,0,点击到账登记节点，提示error type错误,0.03724718,0,财务系统未生成虚拟账号,0.5973507,0
当事人议价怎么录入系统,当事人买方怎么录入系统,扣划到总账户案款怎么匹配,8.021094,0,当事人议价怎么录入系统,0.5865978,1,执保划拨提示查无数据,0.044499073,0,当事人议价怎么录入系统,0.16377866,1
当事人议价怎么录入系统,当事人买方怎么录入系统,如何使法官助理以其自己账号对员额法官案件提起网络查询,8.698169,0,案款信息录入差错率,0.97427267,0,财务审批没有金额,0.044854578,0,当事人议价如何操作？,0.5052721,1
当事人议价怎么录入系统,当事人买方怎么录入系统,系统怎么设置本院信息,9.233234,0,指挥平台统计数据只到基层院未精确到个人,1.0665017,0,刑事罚金怎么支付案款,0.045155127,0,当事人议价,0.5447692,1
当事人议价,当事人买方,维护法院收款账户,4.956759,0,多个当事人一个履行完毕,0.7926228,0,村委会终本,0.058395922,0,当事人议价,0.22157057,1
当事人议价,当事人买方,已结案件发钱,5.6521735,0,多个当事人一个当事人履行完毕另一个当事人未履行怎么结案,0.8620009,0,二次分案,0.08933142,0,当事人议价如何操作？,0.4347624,1
当事人议价,当事人买方,案外人支款,5.687361,0,部分当事人履行,0.9371629,0,总对总loadxml,0.10548977,0,当事人死亡甄别,0.5092539,0
网络询价结果过低怎么办,网络询价结果过低,网络询价结果明显不符合实际情况,2.877305,1,网络询价结果过低怎么办,0.039273527,1,财务系统历史案款补录,0.024715476,0,网络询价结果过低怎么办,0.013974983,1
网络询价结果过低怎么办,网络询价结果过低,申请发放案款提示余额不足,2.891005,0,网络询价结果过高怎么办？,0.57276976,1,执行系统又不给力,0.025573215,0,网络询价结果过高怎么办？,0.5298731,1
网络询价结果过低怎么办,网络询价结果过低,案款发放余额不足,3.0099976,0,网络询价后续流程不能操作,0.7476055,0,中国银行无法网络划拨,0.02656931,0,网络询价结果明显不符合实际情况,0.85331804,1
网络询价结果明显不符合实际情况,网络询价结果明显不相符合情况,查询对象一栏不显示出所有被执行人,3.8336716,0,网络询价结果明显不符合实际情况,0.28460297,1,自动履行完毕后，结案时提示没有对被执行人做限高操作,0.021146405,0,网络询价结果明显不符合实际情况,0.022792432,1
网络询价结果明显不符合实际情况,网络询价结果明显不相符合情况,网络询价后续流程不能操作,3.8831294,0,提交询价评估，提示标的物信息不符,0.805701,0,查询对象一栏不显示出所有被执行人,0.0396721,0,网络询价结果过高怎么办？,0.64737266,1
网络询价结果明显不符合实际情况,网络询价结果明显不相符合情况,网络询价后续流程不能操作,3.8831294,0,网络询价结果过低怎么办,0.846224,1,恢复执行案件再终本，要做哪些节点。,0.041134425,0,不接受抵偿和对动产的查封,0.7565577,0
网络询价怎么提出异议。,网络询价怎么提出异议,报修未解决,3.5042698,0,网络询价怎么提出异议。,0.05584164,1,执行系统到账登记无数据怎么处理,0.026053723,0,网络询价怎么提出异议。,0.21781877,1
网络询价怎么提出异议。,网络询价怎么提出异议,查询间隔15天后无法再次查询,3.7546382,0,询价价格有异议,0.82503164,0,系统中如何生成标准文书,0.030457193,0,被执行人死亡无法网络查控,0.5185508,0
网络询价怎么提出异议。,网络询价怎么提出异议,什么情况下驳回执行申请,3.7792304,0,网络询价结果过低怎么办,0.927809,1,终本案件需要支付案款,0.030815184,0,被执行人死亡如何网络查询,0.55274355,0
限制消费如何救济,限制消费者如何救济,限制消费如何救济,1.9903795,1,限制消费如何救济,0.3432535,1,被执行人死亡如何网络查询,0.054373264,0,限制消费如何救济,0.23789696,1
限制消费如何救济,限制消费者如何救济,当事人对人民法院采取限制消费不服，怎么救济,2.0541122,1,当事人对人民法院采取限制消费不服，怎么救济,0.8688912,1,到账登记信息错误。,0.0660025,0,村委会如何限制消费,0.8380226,0
限制消费如何救济,限制消费者如何救济,追缴诉讼费如何支付案款,2.0804524,0,不服限制高消费如何处理,0.88186723,1,被执行人屏蔽错误怎么处理,0.06780958,0,终本结案是否受满三个月限制,0.8933055,0
不服限制高消费如何处理,上告限制高消费如何处理,身份验证不一致后怎么处理,3.3768492,0,不服限制高消费如何处理,0.35898128,1,找不到银行流水记录,0.22486113,0,流程系统没办法限制高消费,0.44479418,0
不服限制高消费如何处理,上告限制高消费如何处理,案款收款人错误如何更改,3.5901947,0,流程系统没办法限制高消费,0.41044986,0,村委会如何限制消费,0.24412535,0,企业注销验证不一致无法限制高消费,0.4583488,0
不服限制高消费如何处理,上告限制高消费如何处理,立案金额需要修改,3.8954003,0,恢复执行限制高消费,0.4576651,0,财务系统无法查询银行流水,0.2600527,0,恢复执行限制高消费,0.50042576,0
如何使法官助理以其自己账号对员额法官案件提起网络查询,如何使法官助理以其自己账号对编制法官案件提起网络查询,如何使法官助理以其自己账号对员额法官案件提起网络查询,2.1260848,1,如何使法官助理以其自己账号对员额法官案件提起网络查询,0.09416121,1,网络查控时，新增查询，提示15日内不得重复提交查询,0.07987256,0,如何使法官助理以其自己账号对员额法官案件提起网络查询,0.036968645,1
如何使法官助理以其自己账号对员额法官案件提起网络查询,如何使法官助理以其自己账号对编制法官案件提起网络查询,恢复案件如何关联首次执行案件,5.6207156,0,法官助理如何查看案件,0.25948012,0,总对总【新增查询】时提示‘15日之内不允许重复查询’。,0.0821649,0,法官助理如何查看案件,0.40026996,0
如何使法官助理以其自己账号对员额法官案件提起网络查询,如何使法官助理以其自己账号对编制法官案件提起网络查询,恢复执行案件如何关联首次案件,5.848881,0,可否添加两个法官助理,0.3379153,0,案件在报结时，验证提示未对xxx被执行人的某个财产进行总对总查询,0.08826287,0,承办人如何添加案件的书记员和法官助理，法官助理和书记员如何在系统中办案,0.4219525,0
罚金怎么支付案款,罚金怎么缴纳案款,到账登记金额错误修改,2.2736719,0,罚金怎么支付案款,0.22356135,1,执行费怎么上交,0.07383932,0,罚金怎么支付案款,0.12548743,1
罚金怎么支付案款,罚金怎么缴纳案款,已结案件怎么发放案款,2.3322463,0,罚金案款支付,0.24663186,0,司法救助金如何发放,0.08156454,0,罚金案件怎么支付案款,0.16517964,0
罚金怎么支付案款,罚金怎么缴纳案款,案款延期发放,2.440441,0,刑事罚金怎么支付案款,0.33631545,0,需要单次解禁怎么办,0.08396749,0,罚金退案款如何操作,0.16822644,0
 案款提存时，怎么选择支付对象和支付方式, 案款提存时，怎么选择支付对象和缴纳方式, 案款提存时，怎么选择支付对象和支付方式,1.7234559,1, 案款提存时，怎么选择支付对象和支付方式,0.09116781,1, 案款提存时，怎么选择支付对象和支付方式,0.023666194,1, 案款提存时，怎么选择支付对象和支付方式,0.07917993,1
