question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bert_value,wam_match_question,wam_sore,wam_value
总对总查控了，且已反馈，但是报结提示未查询,案款在执行系统里完成审批，流转后，财务系统看不到,7.4036546,0,案件在报结时，提示未做总对总查询,0.4207019,0,网络查控时，新增查询，提示15日内不得重复提交查询,0.029310707,0,网络查控时，提示身份证过期，且无查控系统管理权限,0.5378616,0
总对总查控了，且已反馈，但是报结提示未查询,执行完毕案件案款未支付,8.311649,0,提示未做总对总查控,0.42402878,0,待办事宜点处理直接没反应网页卡死,0.045881238,0,车辆反馈中显示被执行人名下车辆大到一百多辆，且多为异地年辆,0.608963,0
总对总查控节点点击流转时，提示查控申请信息未同步到执行系统，不能流转,财务系统匹配案款至今未推送到执行系统,10.249197,0,网络查控节点无法流转,0.32828102,1,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,0.043179285,0,财务系统显示不出案件承办人，或者承办人信息与执行系统不一致,0.46648258,0
总对总查控节点点击流转时，提示查控申请信息未同步到执行系统，不能流转,财务系统匹配案款至今未推送到执行系统,10.249197,0,总对总查询后，节点无法流转,0.39798373,1,执行款已发放完毕但执行系统案款发放节点一直处于待办状态,0.045477428,0,财务系统显示不出案件承办人，或者承办人信息与执行系统不一致,0.46648258,0
总对总没有自动流转,无对应用户,5.5593405,0,为什么总对总不能自动查控,0.7095959,0,报修未解决,0.042160675,0,未申请总对总查控,0.4308281,0
总对总没有自动流转,清除转换数据,6.1185083,0,总对总查询后，节点无法流转,0.88722354,1,案款发放需要材料,0.048282616,0,总对总选择单位,0.5576845,0
网络查控节点无法流转,修改查控系统账号,4.4221916,0,总对总查控节点点击流转时，提示查控申请信息未同步到执行系统，不能流转,0.32828102,1,财务系统看不到审批信息,0.01637194,0,中国银行无法网络划拨,0.5909854,0
网络查控节点无法流转,到账登记节点现实乱码,4.4651866,0,总对总查询后，节点无法流转,0.4059781,1,股权怎么进行评估，股权无法查封,0.017849699,0,到账登记节点不能流转,0.5955756,0
验证执行主体提示失败,到账登记节点不能流转,5.69351,0,执行主体验证不通过杂办,0.32503387,1,村民委员会限制高消费,0.047624443,0,执行主体验证不通过杂办,0.5541795,1
验证执行主体提示失败,查控系统进不去,5.944067,0,执行主体身份验证不通过,0.3437491,0,中国银行开通法银直连,0.050105687,0,怎么修改执行主体信息,0.5887252,0
执行主体验证不通过杂办,被执行人死亡网络查询限制高消费无法通过系统如何处理,8.552674,0,执行主体身份验证不通过,0.19536024,0,网络询价结果过高怎么办？,0.03554672,0,执行主体身份验证不通过,0.15594637,0
执行主体验证不通过杂办,财务系统显示不出案件承办人,8.769345,0,验证执行主体提示失败,0.32503387,1,达成和解协议长期履行结案方式,0.041648876,0,验证执行主体提示失败,0.5541795,1
密钥无法使用,密钥无法正常使用,1.2701851,1,密钥无法正常使用,0.10103423,1,密钥无法正常使用,0.03238282,1,企业密钥使用方法,0.16578795,0
密钥无法使用,结案方式错误,12.617636,0,企业密钥使用方法,0.41635644,0,村委会身份验证不通过,0.036408786,0,密钥无法正常使用,0.19514966,1
执恢怎么关联执恢进行扣划,执恢案件关联执恢案件扣划,2.9265513,1,怎么进行执恢案件之间的关联扣划,0.21876313,1,执行系统怎么取消填错案款发放,0.041690987,0,执恢案件关联执恢案件扣划,0.43086126,1
执恢怎么关联执恢进行扣划,诉讼案子支付案款,3.2379093,0,执恢案件关联执恢案件扣划,0.31673223,1,执行费显示待办能结案吗？,0.04593735,0,如何关联首执案件,0.51979446,0
怎么进行执恢案件之间的关联扣划,执恢案件怎么关联划拨,3.454778,1,执恢案件关联执恢案件扣划,0.15660319,1,已结案件，怎么发放诉讼费和执行费 ,0.08123031,0,终本结案后现在整改，如补录总对总查控、限消等节点，如系统以结案后录入的节点为由仍判定不合格，如何处理呢,0.8418858,0
怎么进行执恢案件之间的关联扣划,无法进行执保划拨,4.5504665,0,执恢怎么关联执恢进行扣划,0.21876313,1,原案件里的案款怎么关联到执恢的案件里,0.10523369,0,执恢怎么关联执恢进行扣划,0.88166255,1
执恢案件怎么关联划拨,怎么进行执恢案件之间的关联扣划,3.454778,1,怎么关联案件;首执案件怎么与执保案件关联;恢复执行案件与原终本案件关联;执恢案件关联首执划拨存款;执恢案件划拨首执案件冻结存款,0.3110016,0,如何新增查控人员账号,0.044825464,0,无法进行保全案件关联划拨,0.3761705,0
执恢案件怎么关联划拨,案子已结执行费未转怎么办,3.5796041,0,怎么进行执恢案件之间的关联扣划,0.33905756,1,执恢案件怎么关联首执案件发放案款,0.06934837,0,无法进行执保划拨,0.4091552,0
终本案件恢复后多长时间可以结案,终本案件多长时间可以结案,1.772145,1,终本案件多长时间可以结案,0.13089438,1,已经办案款延缓发放但还无法结案,0.018458793,0,终本案件多长时间可以结案,0.40376195,1
终本案件恢复后多长时间可以结案,暂停案件扣除审限后不能结案,4.1463795,0,终本案件多长时间可以结案，终本恢复后多长时间可以再次终本,0.14311029,1,已经办案款延缓发放但还无法结案,0.018458793,0,终本案件多长时间可以结案，终本恢复后多长时间可以再次终本,0.42974326,1
终本案件多长时间可以结案,终本案件恢复后多长时间可以结案,1.772145,1,终本案件恢复后多长时间可以结案,0.13089438,1,执行费显示待办怎么结案,0.0225119,0,终本结案怎么发放案款,0.39026463,0
终本案件多长时间可以结案,已结案件怎么屏蔽被执行人,3.6601632,0,终本案件多长时间可以结案，终本恢复后多长时间可以再次终本,0.2541525,1,终本案件，怎么支付案款,0.035202578,0,终本案件恢复后多长时间可以结案,0.40376195,1
终本结案是否受满三个月限制,是否需要补录结案通知书,4.13048,0,终本结案必须满三个月,0.17201781,1,刑事附带民事赔偿否算迟延利息,0.024164125,0,终本结案是否必须满三个月,0.5869075,1
终本结案是否受满三个月限制,追缴诉讼费案件的领款类别是案款还是诉讼费 ,4.3480678,0,终本结案是否必须满三个月,0.182843,1,支付案款必须要有执行案件吗？,0.027142895,0,是否需要补录结案通知书,0.788048,0
终本结案是否必须满三个月,自动履行怎么结案,3.4736273,0,终本结案必须满三个月,0.018589849,1,被执行人是自然人且在法院辖区外,0.018386286,0,终本结案必须满三个月,0.23326649,1
终本结案是否必须满三个月,被执行人屏蔽后能否重新公开,3.481278,0,终本结案是否受满三个月限制,0.182843,1,案款支付需要什么附件,0.028711258,0,终本结案是否受满三个月限制,0.5869075,1
终本恢复后再次终本时间,恢复案件发放首执案件案款,4.1984816,0,终本案件多长时间可以结案，终本恢复后多长时间可以再次终本,0.34295136,1,刑事罚金，怎么选择领款类别,0.026860187,0,终本案件多长时间可以结案，终本恢复后多长时间可以再次终本,0.4776537,1
终本恢复后再次终本时间,通知书节点期限时间,4.4341416,0,恢复案件终本,0.57548517,0,法律文书电子签章同等效率依据,0.02860815,0,二次分案,0.663234,0
终本结案必须满三个月,终本结案是否必须满三个月,4.2432446,1,终本结案是否必须满三个月,0.018589849,1,没有分案按钮,0.041492537,0,终本结案是否必须满三个月,0.23326649,1
终本结案必须满三个月,重新认领案款,5.0130625,0,终本结案是否受满三个月限制,0.17201781,1,授权后，还是不能操作,0.042121127,0,终本案件必须恢复执行才能进行扣划吗？,0.72791684,0
终本案子恢复后否要按三个月要求结案,终本案件恢复后多长时间可以结案,4.9151206,1,终本案子恢复部分给付如何结案,0.26721445,0,2016年至今的终本案件分几类，各自的终本要件是什么,0.032384273,0,案款从执行系统推动过来后，只有案款发放审批表，无其他附件导致财务无法审核,0.85671234,0
终本案子恢复后否要按三个月要求结案,恢复案件可否立即终本,5.3361325,1,终本结案必须满三个月,0.31531397,1,执行完毕案件是否需齐备“四查”（即银行、房地、股权、车辆）资料入卷,0.036722586,0,总对总提起冻结时显示出现多案操作导致当事人信息不一致,0.9330306,0
恢复案件可否立即终本,终本案子恢复后否要按三个月要求结案,5.3361325,1,恢复案件终本,0.18261625,0,归档时提示：提交归档失败，请检查配置,0.029887648,0,案款被另案保全后可否结案结案后可否支付,0.7472034,0
恢复案件可否立即终本,暂停案件扣除审限后不能结案,5.819737,0,终本案件多长时间可以结案，终本恢复后多长时间可以再次终本,0.37654173,1,执行系统重复到账登记,0.030841025,0,实际领款人名称填写错误,0.8939185,0
执行立案时确认申请执行人收款账户信息,和解长期履行的案件裁判文书上网,5.875514,0,执行恢复立案执行费一直显示待办请协助,0.6022717,0,对外国企业进行查控和发布限消,0.03852946,0,立案时可以添加申请人账号信息吗,0.23263294,1
执行立案时确认申请执行人收款账户信息,维护法院收款账户,6.460052,0,怎么通过执行异议案件添加被执行人,0.60594904,0,长期扣划已终结执行案件怎样支付案款,0.07241069,0,执行立案案号立错怎么办,0.24515802,0
财务系统审核顺序,财务系统授权,4.629189,0,如何调整财务审批顺序,0.35761404,1,财务系统历史案款补录,0.015790036,0,财务系统审核,0.35588688,0
财务系统审核顺序,财务系统如何退回案款审批信息,5.4784694,0,财务系统审核,0.37966788,0,执行系统又不给力,0.040410373,0,如何调整执行系统推送到财务系统审核顺序,0.64906085,1
如何调整财务审批顺序,怎么修改执行主体信息,2.9084966,0,财务系统审核顺序,0.35761404,1,文书模板怎么设定,0.091089375,0,财务系统审核顺序,0.9181309,1
如何调整财务审批顺序,文书模板修改,3.3043015,0,如何设置案款财务审批人,0.537781,0,手动上传回单怎么操作,0.10084657,0,如何调整执行系统推送到财务系统审核顺序,0.92766213,1
案件立错了，已经生成了案号，怎么办？,如何删除财务系统案款支付信息,6.851349,0,立案之后，发现案号错了，想删除案件，怎么处理？,0.3969266,0,新增执行案款专户，维护执行案款专户信息怎么操作。,0.07671095,0,案件立错了，需要删除案件，怎么处理?,0.22068927,1
案件立错了，已经生成了案号，怎么办？,如何删除财务系统案款支付信息,6.851349,0,案件信息错了，如何退回立案庭,0.40207687,0,终结执行方式结案后恢复未结案状态如何支付案款,0.08887215,0,案件立错了，想删除案件怎么办？,0.23471746,0
案件立错了，需要删除案件，怎么处理?,已结案件怎么屏蔽被执行人,3.392129,0,案件立错了，想删除案件怎么办？,0.039468814,0,案件立错了，想删除案件怎么办？,0.03483043,0,案件立错了，想删除案件怎么办？,0.07846316,0
案件立错了，需要删除案件，怎么处理?,删除案件,3.785435,0,发现案件错误，需要删除案件，怎么办？,0.19469091,0,案件信息有误，怎么退回立案庭修改,0.042510632,0,案件立错了，已经生成了案号，怎么办？,0.22068927,1
执行立案案号立错怎么办,自动履行金额填写有误该如何修改,4.1047397,0,已立案接受后发现被执行人在立案时系统里填错怎们变更,0.29016098,0,历史案件信息填写保存后，找不到案件,0.071139745,0,立案金额需要修改,0.12782882,0
执行立案案号立错怎么办,案款信息填写错误,4.3530946,0,错误立案,0.34118396,0,失信企业法定代表人变更后，如何在失信记录中变更法定代表人,0.07828801,0,修改立案金额,0.15264931,0
案件立错了，想删除案件怎么办？,发现案件错误，需要删除案件，怎么办？,2.0129337,1,案件立错了，需要删除案件，怎么处理?,0.039468814,0,案件立错了，需要删除案件，怎么处理?,0.03483043,0,案件立错了，需要删除案件，怎么处理?,0.07846316,0
案件立错了，想删除案件怎么办？,审核完成支付案款怎么撤回,3.1372516,0,发现案件错误，需要删除案件，怎么办？,0.1914474,1,财务系统怎么上传支款凭证，银行回执单。,0.0544816,0,案件立错了，已经生成了案号，怎么办？,0.23471746,0
立案之后，发现案号错了，想删除案件，怎么处理？,暂停案件扣除审限后不能结案,4.7412887,0,案件立错了，需要删除案件，怎么处理?,0.24317403,0,已结案件，对已经履行完毕的案件，如何屏蔽、撤销失信,0.05619388,0,立案后，发现案号有误，能否修改案号，该怎么办？,0.18918075,0
立案之后，发现案号错了，想删除案件，怎么处理？,执行案件立重复了，怎么删除,4.978854,0,案件立错了，想删除案件怎么办？,0.2552324,1,自动生成的文书不正确，在哪里修改。,0.05744932,0,执行案件立错了，发现不应该立案，怎么删除,0.19978893,0
案件立错,案款认领错误,2.3633347,0,执行立案案号立错怎么办,0.4994581,0,新增查控账号,0.046177372,0,法银,0.22392818,0
案件立错,案款支付错误,2.3974435,0,案子立错怎么撤销,0.5275722,0,追缴诉讼费终本约谈,0.046832576,0,法银直联,0.22884385,0
案件删除,案款转换数据怎么消除,4.8890557,0,删除案件,0.055305384,1,删除案件,0.052473467,1,删除案件,0,1
案件删除,匹配案款怎么操作,5.4093137,0,财务系统将案件信息删除,0.48255828,0,删除数据,0.08224036,0,删除执行案件。,0.919503,0
删除案件,删除案件,0,1,删除案件,0,1,删除案件,0,1,案件删除,0,1
删除案件,重新认领案款,2.7134464,0,案件删除,0.055305384,1,案件删除,0.052473467,1,删除案件,0,1
删除案件,和解长期履行结案,2.8315802,0,删除执行案件。,0.45190334,0,删除数据,0.057270717,0,删除执行案件。,0.919503,0
案款分配按钮在哪里,案款分配怎么处理,2.7111447,0,执行原操作的案款分配按钮在哪里,0.26848534,1,财产登记在哪里做,0.023009447,0,怎样分配案款,0.3205681,0
案款分配按钮在哪里,怎么进行案款分配,2.7118268,0,案款分配怎么处理,0.49129736,0,结案方式错误,0.03451736,0,怎么进行案款分配,0.35630774,0
案款匹配转换以后就无法怎么进行拆分,无法删除已经匹配案款,4.0010157,0,案款一旦匹配转换以后就无法再进行拆分,0.07865501,1,文书模板中为什么承办人联系电话不自动显示,0.02890751,0,案款一旦匹配转换以后就无法再进行拆分,0.098470226,1
案款匹配转换以后就无法怎么进行拆分,已收到案款信息功能找不到,4.06476,0,已转换数据的案款如何取消转换重新匹配？,0.5583457,0,文书模板中为什么承办人联系电话不自动显示,0.02890751,0,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.79222584,0
已结案件，执行公开网仍能查到被执行人信息,案件在报结时，提示未做总对总查询,5.188636,0,执行系统被执行人已屏蔽，执行公开网仍能查到信息,0.30360344,1,执行费显示待办，无法执行结案,0.028666051,0,执行系统被执行人已屏蔽，执行公开网仍能查到信息,0.2541601,1
已结案件，执行公开网仍能查到被执行人信息,财务系统不显示支款审批信息,5.210119,0,一个执行案件有多个被执行人，一个被执行人履行执行后，如何进行结案操作,0.37400532,0,案款发放已审核完毕执行交付确认无法点亮,0.029005758,0,已解除制消费令，但在中国执行公开网还能查到限制消费信息,0.3167851,0
被执行人已履行完毕外网未屏蔽,被执行人死亡无法网络查控,6.8178377,0,执行完毕忘记屏蔽被执行人怎么办,0.38010755,0,执恢案件关联执恢案件扣划,0.017913653,0,已结案件，对已经履行完毕的案件，如何屏蔽、撤销失信,0.43888468,0
被执行人已履行完毕外网未屏蔽,被执行人为集体经济组织无法限消,6.853688,0,执行系统被执行人已屏蔽，执行公开网仍能查到信息,0.40498862,1,执行系统无法生成虚拟账号,0.028200815,0,自动履行完毕后，结案时提示没有对被执行人做限高操作,0.49185374,0
修改书记员,填写执行费,3.5914292,0,设置书记员,0.2914919,1,修改立案标,0.046796575,0,设置书记员,0.3869488,1
修改书记员,删除执行案件。,3.6929488,0,已接收案件怎样更改书记员,0.4483444,1,清除案款数据,0.05947425,0,查控承办人信息修改,0.7213264,0
设置书记员,修改书记员,4.6213913,1,修改书记员,0.2914919,1,浏览器设置,0.038885362,0,修改书记员,0.3869488,1
设置书记员,新增查控账号,4.9426136,0,已接收案件怎样更改书记员,0.53769886,1,案款发放审批程序,0.044640422,0,刑事罚金，怎么选择领款类别,0.9574581,0
已接收案件怎样更改书记员,怎么变更系统中法官助理,7.198171,0,修改书记员,0.4483444,1,已转换数据如何清除匹配,0.029214608,0,执行案件分案接收后显示移送状态,0.6367248,0
已接收案件怎样更改书记员,案款发放恢复案件怎么和首次执行匹配,10.575406,0,设置书记员,0.53769886,1,和解终本案件后可以终结的案件是否需要整改,0.039893538,0,承办法官已调走执行账号不存在请问怎么解除被执行人失信,0.73105615,0
申请人撤回执行，现在申请人又申请恢复执行，立案怎么操作？,申请人撤回执行后，案件终结结案，现申请人申请恢复执行，需重新立案怎么办？,4.405468,1,申请人撤回执行后，案件终结结案，现申请人申请恢复执行，需重新立案怎么办？,0.16292143,1,在对公司进行限制消费操作时系统提示法定代表人无校验结果,0.050252013,0,恢复执行立案金额影响执行到位率。,0.42299402,0
申请人撤回执行，现在申请人又申请恢复执行，立案怎么操作？,和解长期履行，支付案款，恢复执行太麻烦,5.3077536,0,申请人撤销案件执行，终结执行方式结案，提示录入执行救助信息,0.45595843,0,当事人只是履行了一部分，也要恢复执行吗,0.06196195,0,案件终结本次执行程序后被执行人又自动履行完毕后续结案怎样操作,0.45121643,0
执恢案件怎么关联首执案件发放案款,执恢案件关联首执发放案款,2.6032238,1,执恢案件关联首执发放案款,0.04587457,1,已结案件，怎么发放诉讼费和执行费 ,0.037852887,0,执恢案件关联首执发放案款,0.03388166,1
执恢案件怎么关联首执案件发放案款,如何支付被执行人在前案中财务系统剩余案款,4.0661864,1,执恢案件关联首次执行发放案款,0.13324974,1,已接收案件怎样更改书记员,0.04285175,0,已结案件怎么发放案款,0.2541967,0
首次执行的案款，如何转入执恢案件,原案件里的案款怎么关联到执恢的案件里,4.225466,0,如何在恢复执行案件中，发放首次执行案件的案款,0.3616184,0,多个被执行人，部分履行了，怎么结案,0.050422017,0,如何在恢复执行案件中，发放首次执行案件的案款,0.3100785,0
执恢案件关联首次执行发放案款,恢复执行案件如何关联首次执行案件发放案款,4.8072834,0,执恢案件关联首执发放案款,0.105389304,1,执恢案件关联首执发放案款,0.030597383,1,恢复执行案件如何关联首次执行案件发放案款,0.13908572,0
执恢案件关联首次执行发放案款,办案系统推送案款支付信息财务系统看不到,4.980736,0,恢复执行案件如何关联首次执行案件发放案款,0.10753013,0,执行案件分案接收后显示移送状态,0.045642786,0,恢复执行案件如何关联首次案件,0.3061366,0
如何支付被执行人在前案中财务系统剩余案款,长期扣划已终结执行案件怎样支付案款,3.6773086,0,原案财务系统剩余案款如何支付,0.4398104,0,人民银行，开户查询反馈慢,0.05849381,0,结案前操作屏蔽流程系统显示已屏蔽,0.46393973,0
如何支付被执行人在前案中财务系统剩余案款,财务系统怎么确认支付案款,3.9208455,0,执行系统提起案款发放财务系统看不到案款支付,0.52997017,0,过程卷有报告财产令 ，无法发布失信选择违反报告财产令,0.061711557,0,结案前3个月必须进行查控,0.5641889,0
恢复后也无法支付案款,案款通过网络扣划成功已过四天怎么没有到账,2.6445212,0,案款支付错误,0.66640896,0,匹配金额修改,0.019135576,0,疑似不明案款 功能 找不到,1.014418,0
恢复后也无法支付案款,案款暂缓发放怎么操作,2.6473782,0,恢复案件怎么支付以前案件案款,0.6760527,0,"已结案件,还有案款未发放",0.02624666,0,暂停审限案件恢复审限后一直显示暂停状态领单已审签不能结案,1.034614,0
查封财产时，提示英文错误,立案时，无法选择代字,6.1577168,0,做财产查封时，提示xml错误,0.32141423,1,已支付案款信息财务系统找不到原因,0.042991195,0,打开财产登记时，提示英文错误,0.11902658,1
查封财产时，提示英文错误,执恢案件否必须缴纳执行费,6.470106,0,打开财产登记时，提示英文错误,0.4004609,1,提交网拍时，报500乱码错误,0.058643833,0,多个当事人，一个当事人履行完毕后，结案时提示未对被执行人做限消,0.67201024,0
打开财产登记时，提示英文错误,财产登记在哪里做,5.309157,0,打开财产登记时，提示xml错误,0.34059983,1,打开财产登记时，提示xml错误,0.019220639,1,查封财产时，提示英文错误,0.11902658,1
打开财产登记时，提示英文错误,无法到账登记,5.492622,0,财产登记错误,0.34350118,0,和解长期履行，支付案款，恢复执行太麻烦,0.051091142,0,终结本次执行程序后被执行人自动履行完毕；案件退出终本库,0.7043457,0
打开财产登记时，提示xml错误,无法联系申请人案款支付,6.0600376,0,打开财产登记时，提示英文错误,0.34059983,1,打开财产登记时，提示英文错误,0.019220639,1,做财产查封时，提示xml错误,0.23255989,1
打开财产登记时，提示xml错误,无法联系申请人案款支付,6.0600376,0,财产登记错误,0.44685265,0,人民银行，开户查询反馈慢,0.055027477,0,提交网拍时，提示xml根节点获取错误,0.33292398,0
“请联系系统管理员检查接口是否畅通”,查询对象一栏不显示出所有被执行人,4.5633063,0,结案时显示“请联系系统管理员检查接口是否畅通”，这时该怎么处理,0.2836005,1,执行系统案款发放流程结束了没有,0.011513984,0,结案时显示“请联系系统管理员检查接口是否畅通”，这时该怎么处理,0.16109766,1
“请联系系统管理员检查接口是否畅通”,网络询价后续流程不能操作,4.621569,0,案件在报结时提示联系系统管理员检测端口,0.58039653,0,已匹配案款为执行系统到账登记没有,0.023032477,0,申请执行人书面申请终结本次执行的，是否可以不补终本约谈记录,0.6168634,0
为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,报修案件还没有处理怎么办,5.152093,0,只限制高消费能否终本结案,0.45912078,0,执行局的账号禁用，遇到调离人员原来的终本案件当事人到法院履行义务，并要求解除限高,0.05292313,0,最高人民法院对有财产而视为无财产的情形规定的很少，即流拍不接受抵偿和对动产的活查封二种，实际上，现实中有财产而不能处置还有其他情形，申请执行人同意或申请终本，能否终本,0.5788507,0
为什么无法结案，结案呈批的时候显示未限制消费令，但我们已限制消费令,由于操作失误，错误结案，需要取消结案,5.7760744,0,案件已结案款未支付,0.51467586,0,暂停审限案件恢复审限后一直显示暂停状态领单已审签不能结案,0.06264159,0,执行完毕案件是否需齐备“四查”（即银行、房地、股权、车辆）资料入卷,0.65172565,0
未查询到已发布限制高消费信息或者限高接口异常,网络询价后续流程不能操作,5.120025,0,限制高消费显示无校验结果,0.56691086,0,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.04393781,0,盖章显示“盖章失败”，或者流转显示“流转失败,0.50968826,0
未查询到已发布限制高消费信息或者限高接口异常,网络询价后续流程不能操作,5.120025,0,流程系统没办法限制高消费,0.6185615,0,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.04393781,0,案件报结时提示‘该案件没有登记财产信息或者自动履行信息’,0.52068454,0
财务系统审批金额为零,财务没有审批信息,10.144698,0,财务审批金额为0,0.12371758,1,中国银行无法网络划拨,0.025548384,0,执行系统案款支付已审签完毕推送到财务系统显示没有支付金额,0.82925785,0
财务系统审批金额为零,财务系统没有审批信息,10.38331,0,财务审批为何没有金额,0.36960524,1,报修多久 会处理,0.02745701,0,案款发放节点已审批财务系统没有,0.8306571,0
财务审批没有金额,财务审批为何没有金额,4.805328,1,财务审批为何没有金额,0.03757705,1,财务审批为何没有金额,0.04006231,1,财务审批为何没有金额,0.20094079,1
财务审批没有金额,财务无案件,12.137247,0,财务审批为什么没有余额,0.30511457,1,刑事罚金怎么支付案款,0.045752786,0,审批为什么没有金额,0.23577823,1
财务审批金额为0,财务系统无流水,4.8296566,0,财务系统审批金额为零,0.12371758,1,逐月扣划案款,0.04326773,0,结案时提示被执行人年龄为0，无法结案,0.6309762,0
财务审批金额为0,财务系统无执行案件信息,5.1364703,0,财务审批为何没有金额,0.31360593,1,执行系统地址,0.045432597,0,冻结扣划节点为自动流转,0.8591799,0
财务审批为什么没有余额,财务系统看不到案款,6.399029,0,财务审批为何没有金额,0.25105378,1,报修什么时候回复,0.03738775,0,财务没有审批信息,0.6349147,0
财务审批为什么没有余额,财务系统没有执行案件,7.164932,0,财务审批没有金额,0.30511457,1,执行费显示待办无法结案,0.044444587,0,财务审批没有金额,0.66520625,1
审批为什么没有金额,为什么总对总不能自动查控,6.1013584,0,财务审批为何没有金额,0.33036423,1,财务审批为何没有金额,0.0496728,1,财务审批没有金额,0.23577823,1
审批为什么没有金额,公司法定代表人无法限制高消费,6.516866,0,财务审批没有金额,0.3955508,1,财务没有审批信息,0.05578233,0,财务审批为何没有金额,0.3335782,1
已经办案款延缓发放但还无法结案,长期扣划已终结执行案件怎样支付案款,3.565842,0,执行完毕结案发放案款,0.5969831,0,修改查控系统执行案款专户账号,0.016549328,0,企业名称变更或者已注销，导致法人无法验过，无法结案,0.47133788,0
非本案执行组织成员无法操作失信,终结和解长期履行怎么发放案款,4.0527916,0,终本案件必须所有被执行人都纳入失信限消吗,0.5849516,0,收案登记，无法选择案件类型,0.007283039,0,无法纳入失信,0.7081523,0
只能查询失信信息，不能屏蔽失信,只能查询失信信息，不能进行失信操作。,2.2135344,1,只能查询失信信息，不能进行失信操作。,0.19670074,1,文书模板中咋会这样承办人电话不自动显示,0.043832745,0,只能查询失信信息，不能进行失信操作。,0.14544077,1
只能查询失信信息，不能屏蔽失信,不能提交评估,2.918012,0,如何操作失信屏蔽,0.2430444,0,执行通知等节点没有到期提示,0.046741754,0,承办人变更屏蔽失信,0.50648415,0
只能查询失信信息，不能进行失信操作。,只能查询失信信息，不能屏蔽失信,2.2135344,1,只能查询失信信息，不能屏蔽失信,0.19670074,1,双方当事人要求不拍卖直接变卖,0.037600603,0,只能查询失信信息，不能屏蔽失信,0.14544077,1
只能查询失信信息，不能进行失信操作。,财务系统无法查询银行流水,2.8599098,0,失信惩戒系统的案件入口中显示的失信状态为未发布，失信查询中显示的失信状态为发布，怎么办？,0.30034068,0,财务系统已支付确认但执行系统仍显示待办,0.04349973,0,身份验证不一致，无法限高和失信,0.5686172,0
查封里没有登记的股权信息,修改查控系统账号,3.164916,0,股权无法查封,0.4176225,1,费款虚拟账号接口访问失败,0.02044485,0,股权无法查封,0.45218617,1
查封里没有登记的股权信息,到账登记无数据,4.0603566,0,股权无法查封，怎么处理,0.4361695,1,案款发放余额不足,0.022221293,0,股权查封,0.55946463,1
股权冻结后的后续操作,案件结案后能够进行的查控操作,6.166327,0,建设银行解冻提示”冻结状态已失效,0.73336124,0,财务系统无法获取案件谢谢,0.02770766,0,网络询价后不能进行后续操作,0.7292313,0
股权冻结后的后续操作,网络询价结果过高怎么办？,7.4683523,0,冻结后做后续措施，引入财产信息时，提示查无数据,0.8214479,0,财务系统谁有案款分配权,0.032980435,0,案件无申请人报结时提示需要进行终本约谈,0.8585071,0
股权无法查封，怎么处理,如何标记历史案件,2.5168893,0,股权无法查封,0.14293349,1,收案登记，无法选择案件类型,0.026933357,0,股权怎么进行评估，股权无法查封,0.18532519,1
股权无法查封，怎么处理,支付宝不能划扣,2.5802565,0,股权查封,0.25631946,1,非本案执行组织成员无法操作失信,0.035674028,0,股权无法查封,0.3888757,1
股权如何进入评估程序,股权无法查封,3.8171113,1,股权评估,0.43799698,1,终本案件的监管点,0.049726147,0,股权评估,0.34909582,1
股权如何进入评估程序,股权怎么进入评估、拍卖流程,3.881153,1,股权怎么进行评估，股权无法查封,0.5552918,1,承办人变更,0.050609007,0,股权怎么进入评估、拍卖流程,0.7266349,1
股权无法查封,到账登记不显示,2.3175735,0,股权查封,0.1308517,1,今天查控系统不用不起,0.038458724,0,股权查封,0.23311241,1
股权无法查封,我承办的案件时，无法查找到我承办的案件数据,2.7106187,0,股权无法查封，怎么处理,0.14293349,1,冻结反馈“日期有误”,0.039688468,0,股权无法查封，怎么处理,0.3888757,1
股权怎么进入评估、拍卖流程,股权如何进入评估程序,3.881153,1,股权如何进入评估程序,0.57493734,1,分段分流分权办案模式怎么在执行系统操作,0.044349317,0,无底价拍卖如何操作,0.61593574,0
股权怎么进入评估、拍卖流程,股权无法查封,4.740003,1,股权怎么进行评估，股权无法查封,0.6510968,1,密钥无法正常使用,0.046103206,0,国有划拨土地房屋否可以进行网上拍卖,0.695629,0
股权查封,股权怎么进行评估，股权无法查封,3.239425,1,股权无法查封,0.1308517,1,案款匹配,0.039448876,0,股权无法查封,0.23311241,1
股权查封,报修未解决,3.27373,0,股权无法查封，怎么处理,0.25631946,1,屏蔽失信人,0.04307852,0,查封里没有登记的股权信息,0.55946463,1
股权评估,财务系统审核,4.2018085,0,股权怎么进行评估，股权无法查封,0.38323075,1,引入单号,0.051584102,0,股权如何进入评估程序,0.34909582,1
股权评估,提示未做总对总查控,4.6633973,0,股权如何进入评估程序,0.43799698,1,查控系统地址,0.0587288,0,评估行业协会,0.7959145,0
